t,V,alt,climb,throttle,flap
0.0000,245.671,1515.663,18.166,1.000,0.000
0.1000,245.796,1517.460,17.832,1.000,0.000
0.2000,245.918,1519.191,16.673,1.000,0.000
0.3000,246.016,1520.798,15.886,1.000,0.000
0.4000,246.101,1522.393,16.086,1.000,0.000
0.5000,246.189,1524.021,16.487,1.000,0.000
0.6000,246.282,1525.691,16.891,1.000,0.000
0.7000,246.379,1527.397,17.221,1.000,0.000
0.8000,246.481,1529.131,17.460,1.000,0.000
0.9000,246.587,1530.885,17.622,1.000,0.000
1.0000,246.697,1532.652,17.728,1.000,0.000
1.1000,246.809,1534.427,17.796,1.000,0.000
1.2000,246.925,1536.206,17.786,1.000,0.000
1.3000,247.035,1537.944,16.812,1.000,0.000
1.4000,247.140,1539.511,14.555,1.000,0.000
1.5000,247.251,1540.790,11.131,1.000,0.000
1.6000,247.379,1541.656,6.355,1.000,0.000
1.7000,247.529,1541.969,0.288,1.000,0.000
1.8000,247.702,1541.628,-6.578,1.000,0.000
1.9000,247.898,1540.574,-13.961,1.000,0.000
2.0000,248.120,1538.764,-21.480,1.000,0.000
2.1000,248.378,1536.246,-28.136,1.000,0.000
2.2000,248.647,1533.085,-34.614,1.000,0.000
2.3000,248.927,1529.289,-40.509,1.000,0.000
2.4000,249.246,1524.992,-44.804,1.000,0.000
2.5000,249.592,1520.335,-47.879,1.000,0.000
2.6000,249.953,1515.427,-49.916,1.000,0.000
2.7000,250.319,1510.399,-49.920,1.000,0.000
2.8000,250.639,1505.642,-44.768,1.000,0.000
2.9000,250.840,1501.638,-35.581,1.000,0.000
3.0000,250.894,1498.666,-24.522,1.000,0.000
3.1000,250.811,1496.881,-11.976,1.000,0.000
3.2000,250.619,1496.410,1.535,1.000,0.000
3.3000,250.371,1497.291,14.918,1.000,0.000
3.4000,250.086,1499.483,27.792,1.000,0.000
3.5000,249.759,1502.936,40.206,1.000,0.000
3.6000,249.385,1507.607,52.154,1.000,0.000
3.7000,248.968,1513.443,63.558,1.000,0.000
3.8000,248.509,1520.387,74.330,1.000,0.000
3.9000,248.013,1528.370,84.400,1.000,0.000
4.0000,247.480,1537.319,93.704,1.000,0.000
4.1000,246.915,1547.154,102.185,1.000,0.000
4.2000,246.320,1557.791,109.790,1.000,0.000
4.3000,245.700,1569.139,116.475,1.000,0.000
4.4000,245.057,1581.103,122.200,1.000,0.000
4.5000,244.396,1593.587,126.937,1.000,0.000
4.6000,243.720,1606.490,130.663,1.000,0.000
4.7000,243.033,1619.710,133.363,1.000,0.000
4.8000,242.341,1633.144,135.031,1.000,0.000
4.9000,241.646,1646.689,135.668,1.000,0.000
5.0000,240.952,1660.242,135.265,1.000,0.000
5.1000,240.266,1673.697,133.816,1.000,0.000
5.2000,239.589,1686.953,131.353,1.000,0.000
5.3000,238.928,1699.909,127.914,1.000,0.000
5.4000,238.284,1712.470,123.539,1.000,0.000
5.5000,237.663,1724.545,118.275,1.000,0.000
5.6000,237.067,1736.047,112.170,1.000,0.000
5.7000,236.500,1746.896,105.277,1.000,0.000
5.8000,235.966,1757.015,97.653,1.000,0.000
5.9000,235.497,1766.332,89.246,1.000,0.000
6.0000,235.116,1774.774,80.312,1.000,0.000
6.1000,234.773,1782.325,71.738,1.000,0.000
6.2000,234.542,1789.135,65.084,1.000,0.000
6.3000,234.293,1795.262,58.066,1.000,0.000
6.4000,234.089,1800.700,51.296,1.000,0.000
6.5000,233.898,1805.418,43.583,1.000,0.000
6.6000,233.768,1809.355,35.876,1.000,0.000
6.7000,233.680,1812.497,27.500,1.000,0.000
6.8000,233.619,1814.751,18.098,1.000,0.000
6.9000,233.594,1816.012,8.138,1.000,0.000
7.0000,233.705,1816.370,0.032,1.000,0.000
7.1000,233.871,1815.920,-8.595,1.000,0.000
7.2000,234.026,1814.554,-17.911,1.000,0.000
7.3000,234.134,1812.246,-27.455,1.000,0.000
7.4000,234.182,1808.975,-37.131,1.000,0.000
7.5000,234.178,1804.756,-46.288,1.000,0.000
7.6000,234.134,1799.689,-54.131,1.000,0.000
7.7000,234.017,1793.898,-60.996,1.000,0.000
7.8000,233.766,1787.460,-67.029,1.000,0.000
7.9000,233.497,1780.503,-71.445,1.000,0.000
8.0000,233.303,1773.195,-74.147,1.000,0.000
8.1000,233.101,1765.747,-74.244,1.000,0.000
8.2000,232.888,1758.452,-71.439,1.000,0.000
8.3000,232.656,1751.590,-65.720,1.000,0.000
8.4000,232.434,1745.443,-57.597,1.000,0.000
8.5000,232.180,1740.237,-46.879,1.000,0.000
8.6000,231.872,1736.234,-34.052,1.000,0.000
8.7000,231.562,1733.551,-20.693,1.000,0.000
8.8000,231.309,1732.175,-8.117,1.000,0.000
8.9000,231.218,1731.965,2.801,1.000,0.000
9.0000,231.247,1732.771,12.298,1.000,0.000
9.1000,231.325,1734.439,20.139,1.000,0.000
9.2000,231.416,1736.793,26.191,1.000,0.000
9.3000,231.507,1739.665,30.656,1.000,0.000
9.4000,231.594,1742.912,33.877,1.000,0.000
9.5000,231.669,1746.449,36.926,1.000,0.000
9.6000,231.676,1750.485,44.134,1.000,0.000
9.7000,231.531,1755.535,56.648,1.000,0.000
9.8000,231.192,1762.062,72.950,1.000,0.000
9.9000,230.697,1770.264,89.453,1.000,0.000
10.0000,230.100,1779.994,103.544,1.000,0.000
10.1000,229.408,1790.995,115.280,1.000,0.000
10.2000,228.661,1803.112,126.015,1.000,0.000
10.3000,227.893,1816.236,135.435,1.000,0.000
10.4000,227.124,1830.217,143.306,1.000,0.000
10.5000,226.353,1844.905,149.690,1.000,0.000
10.6000,225.575,1860.154,154.666,1.000,0.000
10.7000,224.792,1875.827,158.276,1.000,0.000
10.8000,224.006,1891.788,160.556,1.000,0.000
10.9000,223.222,1907.907,161.545,1.000,0.000
11.0000,222.442,1924.057,161.286,1.000,0.000
11.1000,221.672,1940.116,159.824,1.000,0.000
11.2000,220.916,1955.965,157.207,1.000,0.000
11.3000,220.177,1971.493,153.483,1.000,0.000
11.4000,219.462,1986.589,148.671,1.000,0.000
11.5000,218.774,2001.146,142.804,1.000,0.000
11.6000,218.156,2015.083,136.656,1.000,0.000
11.7000,217.671,2028.496,132.303,1.000,0.000
11.8000,217.242,2041.566,129.538,1.000,0.000
11.9000,216.738,2054.362,126.314,1.000,0.000
12.0000,216.093,2066.717,120.969,1.000,0.000
12.1000,215.429,2078.468,114.509,1.000,0.000
12.2000,214.835,2089.554,107.766,1.000,0.000
12.3000,214.311,2099.962,100.971,1.000,0.000
12.4000,213.845,2109.700,94.498,1.000,0.000
12.5000,213.420,2118.857,89.328,1.000,0.000
12.6000,212.996,2127.568,85.390,1.000,0.000
12.7000,212.555,2135.932,82.335,1.000,0.000
12.8000,212.099,2144.029,79.840,1.000,0.000
12.9000,211.646,2151.877,77.392,1.000,0.000
13.0000,211.195,2159.512,75.550,1.000,0.000
13.1000,210.765,2166.955,73.401,1.000,0.000
13.2000,210.360,2174.145,70.518,1.000,0.000
13.3000,210.003,2180.992,66.578,1.000,0.000
13.4000,209.692,2187.385,61.560,1.000,0.000
13.5000,209.421,2193.225,55.549,1.000,0.000
13.6000,209.195,2198.385,47.994,1.000,0.000
13.7000,209.008,2202.713,39.238,1.000,0.000
13.8000,208.864,2206.163,30.578,1.000,0.000
13.9000,208.758,2208.760,22.088,1.000,0.000
14.0000,208.694,2210.506,13.543,1.000,0.000
14.1000,208.670,2211.392,4.898,1.000,0.000
14.2000,208.701,2211.415,-3.596,1.000,0.000
14.3000,208.789,2210.612,-11.811,1.000,0.000
14.4000,208.890,2208.967,-20.404,1.000,0.000
14.5000,209.019,2206.455,-29.076,1.000,0.000
14.6000,209.190,2203.084,-37.574,1.000,0.000
14.7000,209.402,2198.875,-45.849,1.000,0.000
14.8000,209.651,2193.852,-53.875,1.000,0.000
14.9000,209.935,2188.043,-61.604,1.000,0.000
15.0000,210.252,2181.478,-68.989,1.000,0.000
15.1000,210.600,2174.196,-75.987,1.000,0.000
15.2000,210.977,2166.237,-82.560,1.000,0.000
15.3000,211.380,2157.645,-88.672,1.000,0.000
15.4000,211.808,2148.468,-94.286,1.000,0.000
15.5000,212.257,2138.759,-99.368,1.000,0.000
15.6000,212.725,2128.572,-103.886,1.000,0.000
15.7000,213.230,2117.968,-107.698,1.000,0.000
15.8000,213.854,2107.041,-110.412,1.000,0.000
15.9000,214.569,2095.894,-112.271,1.000,0.000
16.0000,215.324,2084.587,-113.700,1.000,0.000
16.1000,216.050,2073.134,-115.214,1.000,0.000
16.2000,216.717,2061.551,-116.232,1.000,0.000
16.3000,217.287,2049.911,-116.384,1.000,0.000
16.4000,217.792,2038.299,-115.849,1.000,0.000
16.5000,218.327,2026.735,-115.302,1.000,0.000
16.6000,218.907,2015.337,-112.411,1.000,0.000
16.7000,219.466,2004.370,-107.076,1.000,0.000
16.8000,219.954,1994.020,-100.144,1.000,0.000
16.9000,220.300,1984.508,-90.278,1.000,0.000
17.0000,220.481,1976.188,-76.650,1.000,0.000
17.1000,220.539,1969.383,-60.695,1.000,0.000
17.2000,220.588,1964.123,-46.191,1.000,0.000
17.3000,220.667,1960.090,-36.178,1.000,0.000
17.4000,220.758,1956.798,-30.664,1.000,0.000
17.5000,220.970,1953.870,-28.619,1.000,0.000
17.6000,221.268,1950.975,-29.620,1.000,0.000
17.7000,221.614,1947.850,-32.904,1.000,0.000
17.8000,221.992,1944.301,-37.871,1.000,0.000
17.9000,222.396,1940.186,-44.064,1.000,0.000
18.0000,222.817,1935.399,-51.216,1.000,0.000
18.1000,223.193,1929.839,-59.457,1.000,0.000
18.2000,223.513,1923.410,-68.420,1.000,0.000
18.3000,223.839,1916.067,-77.667,1.000,0.000
18.4000,224.215,1907.797,-86.900,1.000,0.000
18.5000,224.679,1898.635,-95.427,1.000,0.000
18.6000,225.241,1888.677,-102.984,1.000,0.000
18.7000,225.870,1877.991,-109.993,1.000,0.000
18.8000,226.565,1866.691,-115.480,1.000,0.000
18.9000,227.296,1854.871,-119.956,1.000,0.000
19.0000,228.049,1842.815,-120.356,1.000,0.000
19.1000,228.773,1830.913,-117.484,1.000,0.000
19.2000,229.441,1819.452,-112.022,1.000,0.000
19.3000,230.044,1808.639,-104.346,1.000,0.000
19.4000,230.607,1798.638,-96.416,1.000,0.000
19.5000,231.092,1789.492,-86.842,1.000,0.000
19.6000,231.437,1781.476,-73.875,1.000,0.000
19.7000,231.699,1774.882,-59.535,1.000,0.000
19.8000,231.968,1769.605,-47.126,1.000,0.000
19.9000,232.225,1765.499,-36.063,1.000,0.000
20.0000,232.477,1762.423,-26.398,1.000,0.000
20.1000,232.722,1760.250,-18.162,1.000,0.000
20.2000,232.972,1758.777,-12.019,1.000,0.000
20.3000,233.200,1757.894,-6.194,1.000,0.000
20.4000,233.422,1757.525,-1.756,1.000,0.000
20.5000,233.639,1757.532,1.480,1.000,0.000
20.6000,233.852,1757.813,3.841,1.000,0.000
20.7000,234.059,1758.293,5.563,1.000,0.000
20.8000,234.262,1758.919,6.820,1.000,0.000
20.9000,234.461,1759.652,7.738,1.000,0.000
21.0000,234.658,1760.463,8.409,1.000,0.000
21.1000,234.849,1761.350,9.668,1.000,0.000
21.2000,234.986,1762.593,15.737,1.000,0.000
21.3000,234.985,1764.767,27.656,1.000,0.000
21.4000,234.797,1768.395,44.192,1.000,0.000
21.5000,234.441,1773.835,63.182,1.000,0.000
21.6000,234.002,1781.168,81.763,1.000,0.000
21.7000,233.508,1790.296,99.186,1.000,0.000
21.8000,232.951,1801.114,115.697,1.000,0.000
21.9000,232.326,1813.539,131.361,1.000,0.000
22.0000,231.637,1827.479,146.050,1.000,0.000
22.1000,230.890,1842.828,159.633,1.000,0.000
22.2000,230.090,1859.472,172.004,1.000,0.000
22.3000,229.229,1877.274,182.862,1.000,0.000
22.4000,228.290,1896.065,191.939,1.000,0.000
22.5000,227.301,1915.692,199.758,1.000,0.000
22.6000,226.288,1936.028,206.174,1.000,0.000
22.7000,225.269,1956.920,210.999,1.000,0.000
22.8000,224.247,1978.208,214.251,1.000,0.000
22.9000,223.225,1999.739,215.977,1.000,0.000
23.0000,222.205,2021.362,216.210,1.000,0.000
23.1000,221.193,2042.928,214.984,1.000,0.000
23.2000,220.194,2064.295,212.342,1.000,0.000
23.3000,219.213,2085.323,208.334,1.000,0.000
23.4000,218.255,2105.879,203.011,1.000,0.000
23.5000,217.327,2125.833,196.435,1.000,0.000
23.6000,216.434,2145.066,188.667,1.000,0.000
23.7000,215.580,2163.459,179.776,1.000,0.000
23.8000,214.771,2180.906,169.831,1.000,0.000
23.9000,214.011,2197.305,158.908,1.000,0.000
24.0000,213.306,2212.562,147.081,1.000,0.000
24.1000,212.658,2226.590,134.429,1.000,0.000
24.2000,212.072,2239.313,121.032,1.000,0.000
24.3000,211.551,2250.659,106.971,1.000,0.000
24.4000,211.099,2260.566,92.328,1.000,0.000
24.5000,210.717,2268.982,77.185,1.000,0.000
24.6000,210.476,2275.931,63.674,1.000,0.000
24.7000,210.418,2281.780,54.757,1.000,0.000
24.8000,210.452,2286.939,49.338,1.000,0.000
24.9000,210.526,2291.678,46.028,1.000,0.000
25.0000,210.612,2296.100,42.370,1.000,0.000
25.1000,210.701,2300.044,36.761,1.000,0.000
25.2000,210.779,2303.347,29.673,1.000,0.000
25.3000,210.841,2305.850,20.653,1.000,0.000
25.4000,210.895,2307.292,8.926,1.000,0.000
25.5000,210.997,2307.512,-3.492,1.000,0.000
25.6000,211.179,2306.502,-15.563,1.000,0.000
25.7000,211.443,2304.336,-26.633,1.000,0.000
25.8000,211.778,2301.118,-36.723,1.000,0.000
25.9000,212.147,2296.885,-47.478,1.000,0.000
26.0000,212.469,2291.388,-61.885,1.000,0.000
26.1000,212.774,2284.298,-78.598,1.000,0.000
26.2000,213.153,2275.546,-94.875,1.000,0.000
26.3000,213.625,2265.225,-110.094,1.000,0.000
26.4000,214.260,2253.523,-122.108,1.000,0.000
26.5000,215.053,2240.874,-129.615,1.000,0.000
26.6000,215.919,2227.647,-134.068,1.000,0.000
26.7000,216.815,2214.120,-135.940,1.000,0.000
26.8000,217.703,2200.518,-135.793,1.000,0.000
26.9000,218.555,2187.021,-134.052,1.000,0.000
27.0000,219.379,2173.760,-131.342,1.000,0.000
27.1000,220.198,2160.754,-129.067,1.000,0.000
27.2000,221.016,2147.941,-127.413,1.000,0.000
27.3000,221.832,2135.263,-126.380,1.000,0.000
27.4000,222.648,2122.549,-128.544,1.000,0.000
27.5000,223.421,2109.337,-135.900,1.000,0.000
27.6000,224.107,2095.147,-147.487,1.000,0.000
27.7000,224.723,2079.655,-161.278,1.000,0.000
27.8000,225.447,2062.858,-173.062,1.000,0.000
27.9000,226.331,2045.070,-181.485,1.000,0.000
28.0000,227.325,2026.599,-186.994,1.000,0.000
28.1000,228.378,2007.720,-189.975,1.000,0.000
28.2000,229.444,1988.647,-191.128,1.000,0.000
28.3000,230.501,1969.535,-190.928,1.000,0.000
28.4000,231.537,1950.502,-189.676,1.000,0.000
28.5000,232.548,1931.641,-187.576,1.000,0.000
28.6000,233.532,1913.029,-184.771,1.000,0.000
28.7000,234.489,1894.732,-181.368,1.000,0.000
28.8000,235.421,1876.800,-177.581,1.000,0.000
28.9000,236.349,1859.212,-174.600,1.000,0.000
29.0000,237.278,1841.864,-172.651,1.000,0.000
29.1000,238.197,1824.675,-171.173,1.000,0.000
29.2000,239.068,1807.682,-168.682,1.000,0.000
29.3000,239.872,1791.000,-165.082,1.000,0.000
29.4000,240.643,1774.725,-160.661,1.000,0.000
29.5000,241.405,1758.925,-155.666,1.000,0.000
29.6000,242.162,1743.647,-150.260,1.000,0.000
29.7000,242.897,1728.929,-144.500,1.000,0.000
29.8000,243.610,1714.795,-138.770,1.000,0.000
29.9000,244.303,1701.196,-133.720,1.000,0.000
30.0000,244.978,1688.046,-129.733,1.000,0.000
30.1000,245.626,1675.264,-126.288,1.000,0.000
30.2000,246.260,1662.783,-123.653,1.000,0.000
30.3000,246.890,1650.524,-121.763,1.000,0.000
30.4000,247.519,1638.429,-120.271,1.000,0.000
30.5000,248.145,1626.474,-118.896,1.000,0.000
30.6000,248.726,1614.705,-116.364,1.000,0.000
30.7000,249.199,1603.313,-111.421,1.000,0.000
30.8000,249.558,1592.560,-103.909,1.000,0.000
30.9000,249.862,1582.592,-96.180,1.000,0.000
31.0000,250.102,1573.392,-88.303,1.000,0.000
31.1000,250.320,1565.059,-78.646,1.000,0.000
31.2000,250.451,1557.869,-65.552,1.000,0.000
31.3000,250.544,1552.127,-50.771,1.000,0.000
31.4000,250.702,1547.745,-38.355,1.000,0.000
31.5000,250.896,1544.456,-28.605,1.000,0.000
31.6000,251.104,1542.018,-21.091,1.000,0.000
31.7000,251.313,1540.230,-15.381,1.000,0.000
31.8000,251.520,1538.932,-11.107,1.000,0.000
31.9000,251.721,1537.999,-7.935,1.000,0.000
32.0000,251.916,1537.337,-5.591,1.000,0.000
32.1000,252.106,1536.874,-3.864,1.000,0.000
32.2000,252.291,1536.558,-2.592,1.000,0.000
32.3000,252.472,1536.351,-1.645,1.000,0.000
32.4000,252.651,1536.224,-0.970,1.000,0.000
32.5000,252.827,1536.151,-0.508,1.000,0.000
32.6000,253.001,1536.117,-0.196,1.000,0.000
32.7000,253.174,1536.108,0.008,1.000,0.000
32.8000,253.345,1536.114,0.137,1.000,0.000
32.9000,253.516,1536.131,0.212,1.000,0.000
33.0000,253.686,1536.153,0.250,1.000,0.000
33.1000,253.856,1536.177,0.261,1.000,0.000
33.2000,254.024,1536.201,0.255,1.000,0.000
33.3000,254.193,1536.224,0.235,1.000,0.000
33.4000,254.361,1536.244,0.207,1.000,0.000
33.5000,254.528,1536.262,0.173,1.000,0.000
33.6000,254.695,1536.275,0.135,1.000,0.000
33.7000,254.862,1536.285,0.095,1.000,0.000
33.8000,255.028,1536.291,0.053,1.000,0.000
33.9000,255.194,1536.292,0.010,1.000,0.000
34.0000,255.359,1536.290,-0.000,1.000,0.000
34.1000,255.522,1536.315,0.566,1.000,0.000
34.2000,255.681,1536.410,1.328,1.000,0.000
34.3000,255.835,1536.589,2.163,1.000,0.000
34.4000,255.984,1536.821,2.374,1.000,0.000
34.5000,256.129,1537.045,2.121,1.000,0.000
34.6000,256.276,1537.225,1.460,1.000,0.000
34.7000,256.432,1537.303,0.118,1.000,0.000
34.8000,256.595,1537.215,-1.711,1.000,0.000
34.9000,256.765,1536.944,-3.508,1.000,0.000
35.0000,256.941,1536.504,-5.089,1.000,0.000
35.1000,257.122,1535.919,-6.417,1.000,0.000
35.2000,257.302,1535.212,-7.621,1.000,0.000
35.3000,257.473,1534.367,-9.155,1.000,0.000
35.4000,257.637,1533.358,-10.884,1.000,0.000
35.5000,257.799,1532.173,-12.613,1.000,0.000
35.6000,257.967,1530.823,-14.209,1.000,0.000
35.7000,258.139,1529.313,-15.863,1.000,0.000
35.8000,258.319,1527.626,-17.695,1.000,0.000
35.9000,258.509,1525.759,-19.438,1.000,0.000
36.0000,258.705,1523.733,-20.837,1.000,0.000
36.1000,258.901,1521.598,-21.686,1.000,0.000
36.2000,259.101,1519.397,-22.190,1.000,0.000
36.3000,259.308,1517.162,-22.442,1.000,0.000
36.4000,259.520,1514.907,-22.604,1.000,0.000
36.5000,259.737,1512.638,-22.725,1.000,0.000
36.6000,259.958,1510.358,-22.823,1.000,0.000
36.7000,260.182,1508.073,-22.807,1.000,0.000
36.8000,260.405,1505.801,-22.596,1.000,0.000
36.9000,260.629,1503.552,-22.365,1.000,0.000
37.0000,260.854,1501.326,-22.147,1.000,0.000
37.1000,261.077,1499.126,-21.790,1.000,0.000
37.2000,261.298,1496.975,-21.211,1.000,0.000
37.3000,261.516,1494.895,-20.391,1.000,0.000
37.4000,261.729,1492.913,-19.223,1.000,0.000
37.5000,261.935,1491.074,-17.635,1.000,0.000
37.6000,262.135,1489.397,-16.012,1.000,0.000
37.7000,262.328,1487.879,-14.458,1.000,0.000
37.8000,262.515,1486.509,-13.059,1.000,0.000
37.9000,262.697,1485.267,-11.888,1.000,0.000
38.0000,262.875,1484.133,-10.845,1.000,0.000
38.1000,263.049,1483.103,-9.825,1.000,0.000
38.2000,263.219,1482.167,-8.952,1.000,0.000
38.3000,263.386,1481.310,-8.237,1.000,0.000
38.4000,263.551,1480.517,-7.666,1.000,0.000
38.5000,263.713,1479.777,-7.150,1.000,0.000
38.6000,263.873,1479.085,-6.704,1.000,0.000
38.7000,264.032,1478.433,-6.344,1.000,0.000
38.8000,264.188,1477.818,-5.938,1.000,0.000
38.9000,264.341,1477.248,-5.448,1.000,0.000
39.0000,264.487,1476.750,-4.218,1.000,0.000
39.1000,264.582,1476.595,1.670,1.000,0.000
39.2000,264.597,1477.288,11.833,1.000,0.000
39.3000,264.552,1479.105,23.614,1.000,0.000
39.4000,264.472,1482.093,35.094,1.000,0.000
39.5000,264.362,1486.192,45.927,1.000,0.000
39.6000,264.246,1491.283,54.594,1.000,0.000
39.7000,264.141,1497.046,59.816,1.000,0.000
39.8000,264.033,1503.227,63.321,1.000,0.000
39.9000,263.922,1509.681,65.415,1.000,0.000
40.0000,263.810,1516.282,66.288,1.000,0.000
40.1000,263.700,1522.899,66.057,1.000,0.000
40.2000,263.591,1529.494,65.890,1.000,0.000
40.3000,263.483,1536.072,65.723,1.000,0.000
40.4000,263.376,1542.635,65.580,1.000,0.000
40.5000,263.269,1549.185,65.463,1.000,0.000
40.6000,263.163,1555.723,65.341,1.000,0.000
40.7000,263.058,1562.249,65.222,1.000,0.000
40.8000,262.954,1568.763,65.115,1.000,0.000
40.9000,262.850,1575.268,65.021,1.000,0.000
41.0000,262.747,1581.764,64.945,1.000,0.000
41.1000,262.644,1588.253,64.868,1.000,0.000
41.2000,262.542,1594.729,64.625,1.000,0.000
41.3000,262.442,1601.135,63.408,1.000,0.000
41.4000,262.346,1607.354,60.995,1.000,0.000
41.5000,262.243,1613.244,56.863,1.000,0.000
41.6000,262.154,1618.647,51.769,1.000,0.000
41.7000,262.090,1623.600,47.882,1.000,0.000
41.8000,262.046,1628.234,45.233,1.000,0.000
41.9000,262.012,1632.654,43.478,1.000,0.000
42.0000,261.982,1636.943,42.528,1.000,0.000
42.1000,261.952,1641.189,42.720,1.000,0.000
42.2000,261.909,1645.560,45.005,1.000,0.000
42.3000,261.843,1650.279,48.890,1.000,0.000
42.4000,261.773,1655.322,51.612,1.000,0.000
42.5000,261.700,1660.588,53.433,1.000,0.000
42.6000,261.623,1665.967,53.740,1.000,0.000
42.7000,261.547,1671.230,51.408,1.000,0.000
42.8000,261.484,1676.206,48.480,1.000,0.000
42.9000,261.438,1680.922,46.158,1.000,0.000
43.0000,261.404,1685.437,44.424,1.000,0.000
43.1000,261.380,1689.806,43.158,1.000,0.000
43.2000,261.362,1694.068,42.239,1.000,0.000
43.3000,261.347,1698.253,41.573,1.000,0.000
43.4000,261.335,1702.381,41.092,1.000,0.000
43.5000,261.326,1706.469,40.744,1.000,0.000
43.6000,261.317,1710.527,40.493,1.000,0.000
43.7000,261.310,1714.564,40.311,1.000,0.000
43.8000,261.303,1718.586,40.180,1.000,0.000
43.9000,261.297,1722.598,40.095,1.000,0.000
44.0000,261.291,1726.603,40.044,1.000,0.000
44.1000,261.285,1730.604,40.017,1.000,0.000
44.2000,261.279,1734.602,39.992,1.000,0.000
44.3000,261.274,1738.599,39.966,1.000,0.000
44.4000,261.269,1742.592,39.939,1.000,0.000
44.5000,261.263,1746.583,39.918,1.000,0.000
44.6000,261.258,1750.573,39.909,1.000,0.000
44.7000,261.253,1754.562,39.913,1.000,0.000
44.8000,261.248,1758.554,39.989,1.000,0.000
44.9000,261.241,1762.569,40.332,1.000,0.000
45.0000,261.233,1766.626,40.818,1.000,0.000
45.1000,261.222,1770.736,41.412,1.000,0.000
45.2000,261.194,1774.933,42.668,1.000,0.000
45.3000,261.150,1779.277,44.058,1.000,0.000
45.4000,261.111,1783.736,45.010,1.000,0.000
45.5000,261.076,1788.271,45.601,1.000,0.000
45.6000,261.046,1792.840,45.709,1.000,0.000
45.7000,261.021,1797.381,45.168,1.000,0.000
45.8000,260.998,1801.872,44.736,1.000,0.000
45.9000,260.976,1806.328,44.452,1.000,0.000
46.0000,260.955,1810.760,44.263,1.000,0.000
46.1000,260.935,1815.178,44.138,1.000,0.000
46.2000,260.915,1819.585,44.054,1.000,0.000
46.3000,260.895,1823.988,44.068,1.000,0.000
46.4000,260.874,1828.406,44.339,1.000,0.000
46.5000,260.851,1832.863,44.835,1.000,0.000
46.6000,260.826,1837.378,45.486,1.000,0.000
46.7000,260.792,1841.988,46.638,1.000,0.000
46.8000,260.756,1846.703,47.581,1.000,0.000
46.9000,260.718,1851.502,48.341,1.000,0.000
47.0000,260.680,1856.368,48.949,1.000,0.000
47.1000,260.638,1861.289,49.444,1.000,0.000
47.2000,260.596,1866.255,49.850,1.000,0.000
47.3000,260.554,1871.255,50.164,1.000,0.000
47.4000,260.510,1876.292,50.448,1.000,0.000
47.5000,260.468,1881.321,50.141,1.000,0.000
47.6000,260.427,1886.309,49.726,1.000,0.000
47.7000,260.388,1891.264,49.438,1.000,0.000
47.8000,260.350,1896.192,49.197,1.000,0.000
47.9000,260.312,1901.101,49.033,1.000,0.000
48.0000,260.276,1905.996,48.911,1.000,0.000
48.1000,260.234,1910.884,48.907,1.000,0.000
48.2000,260.185,1915.783,49.260,1.000,0.000
48.3000,260.127,1920.801,51.284,1.000,0.000
48.4000,260.029,1926.175,55.980,1.000,0.000
48.5000,259.906,1932.054,60.868,1.000,0.000
48.6000,259.787,1938.324,64.129,1.000,0.000
48.7000,259.663,1944.861,66.215,1.000,0.000
48.8000,259.527,1951.546,67.365,1.000,0.000
48.9000,259.399,1958.335,68.353,1.000,0.000
49.0000,259.278,1965.215,69.101,1.000,0.000
49.1000,259.161,1972.101,68.377,1.000,0.000
49.2000,259.053,1978.795,65.433,1.000,0.000
49.3000,258.953,1985.120,61.264,1.000,0.000
49.4000,258.871,1991.031,57.540,1.000,0.000
49.5000,258.804,1996.640,55.051,1.000,0.000
49.6000,258.731,2002.095,54.594,1.000,0.000
49.7000,258.648,2007.578,54.890,1.000,0.000
49.8000,258.553,2012.981,53.054,1.000,0.000
49.9000,258.475,2018.181,51.248,1.000,0.000
50.0000,258.422,2023.198,49.102,1.000,0.000
50.1000,258.385,2028.041,48.190,1.000,0.000
50.2000,258.342,2032.897,48.942,1.000,0.000
50.3000,258.260,2037.834,49.661,1.000,0.000
50.4000,258.181,2042.804,49.515,1.000,0.000
50.5000,258.111,2047.706,48.706,1.000,0.000
50.6000,258.061,2052.555,48.390,1.000,0.000
50.7000,258.022,2057.387,48.306,1.000,0.000
50.8000,257.989,2062.213,48.245,1.000,0.000
50.9000,257.960,2067.029,48.106,1.000,0.000
51.0000,257.933,2071.826,47.868,1.000,0.000
51.1000,257.898,2076.611,47.970,1.000,0.000
51.2000,257.809,2081.416,47.978,1.000,0.000
51.3000,257.627,2086.128,46.009,1.000,0.000
51.4000,257.358,2090.474,40.766,1.000,0.000
51.5000,257.030,2094.092,31.777,1.000,0.000
51.6000,256.646,2096.688,20.979,1.000,0.000
51.7000,256.253,2098.164,9.431,1.000,0.000
51.8000,255.933,2098.460,-2.546,1.000,0.000
51.9000,255.774,2097.600,-13.176,1.000,0.000
52.0000,255.810,2095.857,-20.558,1.000,0.000
52.1000,255.959,2093.515,-25.508,1.000,0.000
52.2000,256.168,2090.774,-28.778,1.000,0.000
52.3000,256.410,2087.772,-30.896,1.000,0.000
52.4000,256.671,2084.602,-32.332,1.000,0.000
52.5000,256.919,2081.223,-35.461,1.000,0.000
52.6000,257.112,2077.362,-41.682,1.000,0.000
52.7000,257.242,2072.740,-50.336,1.000,0.000
52.8000,257.323,2067.161,-60.571,1.000,0.000
